Nama,cluster_ind_fastrp_256
BUDIARTO HALIM,3
BUDIARTO KARIM,1
BUDIASTO KUSUMA,1
BUDIAWAN TEGUH,3
BUDIAWANSYAH,1
BUDIJANTO TIRTAWISATA,1
BUDIKWANTO KUESAR,3
BUDIMAN GITALOKA,3
BUDIMAN RINANDA TJHIN,3
BUDIMAN SUHANDYNATA,0
BUDIMULIO UTOMO,0
BUDIONO TANBUN,1
BUDIYANTO,3
BUDIYANTO DARMASTONO,0
BUDIYANTO DJOKO SUSANTO,1
BUDY SANTOSO,0
BUDYANTO TOTONG,0
BUKAKA TEKNIK UTAMA TBK,0
BUKIT ASAM TBK,1
BUMI CITRA PERMAI TBK,0
BUMI RESOURCES MINERALS TBK,2
BUMI RESOURCES TBK,1
BUMI TEKNOKULTURA UNGGUL TBK,1
BUNN KASEMSUP,0
BURHAN,0
BURHAN TJOKRO,1
BUYUNG HAMZAH,1
CAHAYA AERO SERVICES TBK,3
CAHAYA DEWI BORU SURBAKTI,3
CAHYADI LIE,0
CAHYADI WIJAYA,3
CAHYO SATRIYO PRAKOSO,1
CAI QIANG,3
CAI SU,3
CALVIN WIRYAPRANATA,3
CANDRA CIPUTRA,0
CANDRA WINATA,3
CAO ZHIQIANG,0
CAROLINA KUSUMA,0
CAROLINE DEWI,1
CAROLINE HIMAWATI HIDAJAT,2
CASIUTY WIDJAYA,3
CASSANDRA KIARA RAMLI,1
CATHERINE HINDRA SUTJAHYO,2
CATHERINE KANDIAWAN,3
CATUR ANDY PRASETYO,3
CATUR SENTOSA ADIPRANA TBK,0
CECEP,0
CENTRAL OMEGA RESOURCES TBK,0
CENTRAL PROTEINA PRIMA TBK,1
CERWIN VEGA,3
CESAR M DELA CRUZ,2
CHAI KHYE YEIEN,3
CHAILANY TANADY,1
CHAIRA HUSADA WIDIADIBRATA,3
CHAIRAL TANJUNG,1
CHAIRIAH,3
CHAIRUDDIN,0
CHAIRUDIN,0
CHAIRUL ANHAR,3
CHAIRUL TANJUNG,1
CHALID SAID SALIM,3
CHAN CHEIN LIANG,0
CHAN CHUN KEUNG,1
CHAN JEMMI,1
CHAND PARWEZ SERVIA,1
CHANDER VINOD LAROYA,2
CHANDRA,1
CHANDRA ARIF SANTOSO,2
CHANDRA DICARDO,1
CHANDRA FIRMANTO,3
CHANDRA GUNAWAN,1
CHANDRA HALIM,3
CHANDRA HIDAYAT,3
CHANDRA KURNIAWAN,3
CHANDRA LUMY,1
CHANDRA MINARTO,0
CHANDRA NATALIE WIDJAJA,2
CHANDRA SAPULETE,3
CHANDRA TEO,3
CHANDRA WIRAWAN,0
CHANDRALEIKA,1
CHANDRALEIKA M MULIA,0
CHANDRASEKARAN VAIDHIESWARAN,1
CHANDY KUSUMA,3
CHANG JUI FANG,1
CHANG JUNG HEOK,3
CHARISE N SOEMARNO W,2
CHARLES,3
CHARLES CHRISTIAN GANDHA,1
CHARLES DANIEL GOBEL,2
CHARLES GEORGE STINNER,1
CHARLES MENARO,3
CHARLES RURITAN,1
CHARLES SUTANTIO,0
CHARLIX,3
CHARLON SITUMEANG,1
CHARLY TJAKRA,3
CHAROEN POKPHAND INDONESIA TBK,2
CHEN CHANGLI,0
CHEN CHUNSHEN JASON CHEN,3
CHEN GUANG,1
CHEN LANJIE,1
CHEN MAUSEN,3
CHEN TSEN NAN,3
CHEN WAI SIOE,3
CHEN XUEFENG,3
CHEN XUEHUA,0
CHEN YAO,1
CHEN ZHENXIU,1
CHENBIN XU,0
CHENG YONG KIM,0
CHENG YONG KWANG,0
CHENG YONG LIANG,0
CHENG YOONG CHOONG,0
CHEUNG CHUNG NING,0
CHEUNG MING KIT KEN,1
CHIA AH HOO,0
CHIA OI PENG,0
CHIAO YULON,0
CHIEW SIN CHEOK,0
CHIKAATSU MOCHIDA,0
CHIN KIEN PING,3
CHIN SU FAH,0
CHIRAGH MANUHAR KIRPALANI,3
CHOI HYUNHEE,1
CHOI KYOUNGYOON,3
CHOI SEOK HO,1
CHONG KIM KONG,3
CHONG KIM LEONG,3
CHONG YUH MENG,1
CHOONG KAM LOONG,1
CHOW KUN JIAN,3
CHOW YING HOONG,3
CHRIESTINA IMAYATI HAMIDJAJA PUTRI,3
CHRIS ERLANDO TAN,0
CHRIS HARIJANTO,1
CHRIS KOESOEMA ADHIE SR,3
CHRISHANTI,0
CHRIST SARDADI ICHWAN,0
CHRISTIAN ARIANO RACHMAT,0
CHRISTIAN DEVI FEBRIANTO P,1
CHRISTIAN H SIBORO,3
CHRISTIAN HANDOKO,3
CHRISTIAN PHIETRAJAYA,3
CHRISTIAN SUGIARTO,1
CHRISTIAN SUHARYA,1
CHRISTIANSEN MEGUMI KANTA,3
CHRISTIANTO,3
CHRISTIANTO HALIM,1
CHRISTINA ARYANI,1
CHRISTINA HARAPAN,0
CHRISTINE CAROLINE PRANOTO A,1
CHRISTINE CHANDRA,1
CHRISTINE HERAWATI,2
CHRISTINE LIM,3
CHRISTINE SETIAWATI,3
CHRISTINE TANOJO,3
CHRISTOPHER ANDREW,0
CHRISTOPHER H YOUNG,3
CHRISTOPHER PANGESTU,1
CHRISTOPHER SUMASTO TJIA,1
CHRISTOPHORUS TAUFIK,3
CHRYSOLOGUS RN SINULINGGA,2
CHU PENGCHENG,1
CHUA HEOK WEE,0
CHUA SEW HOON,3
CHUN MING LI,1
CIKAL JAYA PERMAI,1
CILIANDRA FANGIONO,0
CINDY ANDREANITA,3
CINDY BUDIJONO,3
CINDY LUKMAN,3
CINDY MAHARANI,1
CIPTA SEJAHTERA SUKSES MAKMUR,1
CIPTO SULISTIO,3
CIPUTRA DEVELOPMENT TBK,1
CISCA WIDJAJA,0
CITA MINERAL INVESTINDO TBK,3
CITRA MARGA NUSAPHALA PERSADA TBK,1
CITRA RADHA PERDANA,1
CITRA TUBINDO TBK,0
CITY RETAIL DEVELOPMENTS TBK,1
CLARISSA SUMASTO,1
CLAUDIA INGKIRIWANG,2
CLEMENT ZICHRI ANG,3
CLIPAN FINANCE INDONESIA TBK,0
COKRO CIENTURI SUHENDRA,3
COLLEEN SIDDIK SHU,0
COLLIN PETER DE WIT,0
COLORPAK INDONESIA TBK,0
COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN,3
CONNIE TERESIANTI H,0
CONY AVIANTI,0
CORINA LEYLA KARNALIES,3
COROLINA JAP,3
CRAIG STUART MORTON,1
CRESCENTO HERMAWAN,0
CRISTINA SANDJAJA,0
CUCU ISWAN TAQWIM,3
CUI WEI,1
CUNCUN MULIAWAN,3
CUNG SETIABUDI,3
CUTYHBERT KHOO TUAN SENG,0
CV ALERGA,3
CV ALIFA BERKAH ABADI,0
CV ANEKA AUTO PART,3
CV ARTHA PUTRA WARDHANA,1
CV ATTHAFOOD,0
CV BANGUN BERKAH MAJU BERSAMA,1
CV BASO SOEKAKOE,1
CV BATU PERMAI,3
CV BINO ARSITAMA,3
CV BUANA RAYA DUTA,0
CV BUMI ANGKASA SEJAHTERA,1
CV CIPTA NUSA,1
CV CLIK,0
CV DIGITAL JAYA SUMATERA,1
CV ERA JAYA PERKASA,1
CV GALLERY AUTO SOLUTION,1
CV GARUDA MAS LESTARI,0
CV GOLDEN LEAF,1
CV HEMDEN CORP,3
CV HIDUP HIDAYAH ILAHI,3
CV IMAGO RAYA,3
CV INDAH KENCANA,1
CV INDO GAS MERAUKE,1
CV JASA SAHABAT ABADI,1
CV JAYA ENERGI TRANS,3
CV KARUNIA MULTI DAYA,1
CV KARYA INDAH LAKSANA,3
CV KREASI IMPIAN TERWUJUD,1
CV LANCAR MARITIM JAYA,3
CV LEGIT PUTRA,1
CV LINA GARMINDO SUKSES,0
CV MAHKOTA MAS PRATAMA,3
CV MAHKOTA TUNAS ABADI,3
CV MITRA TOP,0
CV MUL JAYA,0
CV MULTI KREASI SUKSES ABADI,3
CV NOVENA TRACTOR,1
CV NUTRINDO PANGAN,3
CV PUTRA RANCAMAYA,3
CV PUTRA SONGKA MANDIRI,3
CV RAYA DIPTA SWASTIKA,1
CV RR LIFESTYLE,3
CV SAMUDRA PANCA JAYA,0
CV SELALU LANCAR USAHA,1
CV SENANG SETUJU JAKARTA,3
CV SILIH WANGI SAWARGI,0
CV SRI REZEKI,1
CV SUDIRA UTAMA LESTARI,3
CV SUGI PERKASA,1
CV SUMBER KARYA LOGAM,3
CV TANJUNG EMAS INDAH,3
CV TIGA CAHAYA INTAN,0
CV TIRTA ASTRO,3
CV TRIJAYA PERKASA,3
CV WASTRA NUSANTARA,1
CYNDY HARYANTO,1
CYNTHIA SUWANDI,3
CYRILLUS HARINOWO,1
CYRILUS WINATAMA KURNIAWAN,0
DACHSER,1
DADAN KURNIAWAN,1
DADANG HADI PRAPTOMO,0
DADANG HERMAWAN,0
DADANG SETIABUDI,3
DADANG SUKASA,0
DADI BUDIANA,3
DAHLAN,0
DAI LI,0
DAISUKE ISOBE,3
DALU AGUNG DARMAWAN,1
DAMAL BAYU UTAMA,2
DAMAR LATRI SETIAWAN,3
DAMIAN PUDJIADI,0
DAMIEN RAJAH MARIK,3
DAMLI TANDI,1
DAMSUS ANTAMENG,1
DANA PENSIUN KARYAWAN SEMEN BATURAJA,3
DANAN S WICAKSONO,3
DANAR WIDYANTORO,3
DANDY CAHYADI GUNAWAN,1
DANI HAIKAL IRIAWAN,1
DANI PRASTIADI,2
DANI SAMSUL EPENDI,1
DANIEL BUDI DHARMA,3
DANIEL FITZGERALD LIMAN,3
DANIEL GUNAWAN,1
DANIEL HANDOKO,0
DANIEL HIDAYAT,3
DANIEL JAMES MANI MAREN,0
DANIEL MULJADI HANAFI,0
DANIEL RUSLI,1
DANIEL SUHARYA,3
DANIEL WAHYU KALAIY,2
DANIS HIDAYAT SUMADILAGA,0
DANIS SUBYANTORO,1
DANNIE TJIANDRA,3
DANNY HERBOWO,1
DANNY MULIJADI,0
DANNY NUGROHO,1
DANNY RACHMAD,1
DANNY SUGIHARTO,1
DANNY SUTRADEWA,3
DANNY WALLA,0
DANTY I PURNAMASARI,0
DARMA HENWA TBK,0
DARMA PUTRA WATI,3
DARMADI,1
DARMADI DARMAWANGSA,3
DARMADJI SIDIK,3
DARMANTO,3
DARMAWAN JUNAIDI,1
DARMAWAN PRASODJO,1
DARMAWAN SURYADI,1
DARMAWAN WIDJAJA,1
DARMIN TANUDJAJA,1
DARMSTATER EDOWARD JOHN RONALDY,1
DARWATI,1
DARWIN TAMDRIN,1
DARWIN TANDJO,3
DASRUL,3
DASWAR MARPAUNG,1
DATO KHAIRUSSALEH RAMLI,0
DATO SRI TAHIR,3
DATUK KAMARUDIN BIN MERANUN,3
DAVID,2
DAVID AGUS,0
DAVID ARCELUS OSES,3
DAVID BASUKI,3
DAVID DESANAN,3
DAVID GATOT GUNAWAN,1
DAVID GUNAWAN,0
DAVID HERMAN JAYA,0
DAVID HERMAN LIASDANU,3
DAVID HIDAYAT,3
DAVID I TJIPTOBIANTORO,1
DAVID JAHJA,0
DAVID JUNUS,3
DAVID KIANARDI,1
DAVID KOSASIH,0
DAVID KURNIAWAN WIRANATA,3
DAVID PAJUNG,3
DAVID PIRZADA,3
DAVID PURNATA,3
DAVID R DEAN,3
DAVID RAKA BUDI NURCAHYA,1
DAVID RONALDSON,0
DAVID SETIAWAN SUWARTO,3
DAVID SURTANDI,1
DAVID SURYADHI,1
DAVID SURYADI,3
DAVID TANTRI,1
DAVID THOMAS FOWLER,0
DAVID TIRTA MARTA SURONO,1
DAVID YAMANTO,1
DAZUL HERMAN,3
DEBORA WAHJUTIRTO TANOYO,1
DEDDIE LIANGGONO,0
DEDDY HARIYANTO,3
DEDDY ISKANDAR,0
DEDE MINATAJAYA,3
DEDEN RIKI HAYATUL FIRMAN,1
DEDENG MARCO SAPUTRA,3
DEDI IRAWAN SINUHAJI,1
DEDI MULYADI,3
DEDI RIZAL,1
DEDI ROSDIYADI,0
DEDI SURYANTO,1
DEDI SYARIF USMAN,3
DEDI TEDJA,3
DEDIE SUHERLAN,3
DEDY,1
DEDY CHANDRA,0
DEDY DORES HUTAHAEAN,1
DEDY ISMUNANDAR SOETIARTO,1
DEDY ROCHIMAT,3
DEDY SUSANTO,1
DEKY SURYAWAN,1
DELICIA DJUANDA PUTRI,1
DELLA BINTARI PRATIWI,0
DELNOFA MAHMUD,1
DELTA DJAKARTA TBK,3
DENDI YAHYA MARTADINATA,1
DENDY SETIAWAN,0
DENI INDRAWAN,3
DENN CHARLY GONZALES ESPANOLA,3
DENNIS PRATISTHA,1
DENNIS PUTRA SOEMARNO,1
DENNIS RAHARDJA,3
DENNY ALEXANDER TARIGAN,0
DENNY HARTANTO ABIDIN,1
DENNY HENDARSYAH,0
DENNY JONG WIDJAJA,3
DENNY RUSMIYANTO,1
DENNY SURIADINATA,0
DENNY TJIPUTRA,3
DERRY GARTALENDA TARIGAN,1
DERY CHARISMAWAN,3
DESAK MADE SEPTIANAH DEWI,0
DESKA YUDA PRATAMA,3
DESMOND KANDIAWAN,3
DESSY MARIA QIMTY,1
DESTI LILIATI,3
DESTINASI TIRTA NUSANTARA TBK,0
DESTIVANO WIBOWO,1
DESWANDHY AGUSMAN,1
DEVARA JUWONO HS,0
DEVIN AMADEUS,1
DEVIN WIRAWAN,1
DEVIYANA GUNAWAN,1
DEVRIS LAKSANA PRADANA,0
DEWA NYOMAN ADNYANA,0
DEWAN KOMISARIS,3
DEWI ANGGRAINI,0
DEWI ARIYANI,1
DEWI HANGGRAENI,1
DEWI IRIANTY WIJAYA,1
DEWI KURNIAWATI PRODJOHARTONO,3
DEWI KUSUMA AYU,3
DEWI MARLINA,1
DEWI MULIATY,1
DEWI NUZULIANTI,3
DEWI PELITAWATI,3
DEWI PRASETYANINGSIH,1
DEWI PUSPA,1
DEWI SUKWANTO,3
DEWI SULASTRI,1
DEWI SUSANTI,3
DEWI TRIAFINI,1
DEWI VICTORIA RIADY,3
DHAMOO PUNJABI,1
DHANA GALINDRA,3
DHANNY PRASETYO,1
DHARMA MUNTHE,1
DHARMA PRASANDYA,0
DHARMA SAMUDERA FISHING IND TBK,1
DHARMAYANTO TIRTAWISATA,1
DHETIK ARIYANTO,3
DIAH ASRININGPURI SUGIANTO,3
DIAH PIKATAN ORISSA PUTRI HAPRANI,3
DIAN ADHITAMA,1
DIAN ANGGRAENI NADA,3
DIAN ANNISA FITRIANTI,1
DIAN PARAMITA,0
DIAN PRAMBINI,0
DIAN SISWARINI,1
DIAN SOFIA ANDYASURI,0
DIAN STEFANI SUGIALAM,1
DIAN SWASTATIKA SENTOSA TBK,3
DIAN YUNIARTI,1
DIANA ARSIYANTI,0
DIANA BAHTIAR,1
DIANA WIRAWAN,2
DIANDRA TANMIZI,0
DIANTO,0
DICKSON SUKOHARDJO,3
DICKY MURSALIE,1
DICKY SAELAN,1
DICKY SUSANTO,1
DICKY YOHANES,1
DIDI AGUS MINTADI,1
DIDI MARSONO,3
DIDI MULIAWAN RAHARDJA,1
DIDIK CAHYONO,3
DIDIK HARTONO,0
DIDIK HARYADI,3
DIDIK JUNAIDI RACHBINI,3
DIDIK PRANOTO,0
DIDIK RUBI HARTADI,1
DIDIK SUDARMADI,3
DIDIK TANDIONO,3
DIDIT SULISTYO,1
DIKY,3
DIMAS ADIYASA WIRYAATMAJA,1
DIMAS HARRY PRIAWAN,3
DIMAS WIBOWO,0
DING LIGUO,3
DINI HERDINI,3
DINI SHANTI PURWONO,3
DINI SUPRIHATINI,1
DIO MAY AVICO,3
DIREKSI,3
DIREKSI DAN KOMISARIS,2
DITO GAMAPUTRA,3
DJA FAR,3
DJADJANG TANUWIDJAJA,3
DJAJA AGUSTINA,3
DJAJA TONNY INTAN,0
DJAJADI DJAJA,3
DJAJADI SUSANTO,1
DJAJENG PRISTIWAN,3
DJAJUSMAN SURJO WIJONO,1
DJAKA WINARSO,0
DJALI HALIM,2
DJAMALUDDIN TANOTO,0
DJAN FARIDZ,3
DJANI SUTEDJA,1
DJAP TET FA,3
DJAUHAR MAULIDI,1
DJERADJAT JANTO JOSO,1
DJI GOK JIEN,3
DJIE A LIE ALIYANTO,1
DJIE IVANA IJAYA,3
DJOHAN ARFIAN,1
DJOHAN SURJA PUTRA,3
DJOHAN SUTANTO,3
DJOHARI ZEIN,1
DJOJO BOENTORO,2
DJOJO HARTONO,3
DJOKO JOELIJANTO,3
DJOKO NIRMALA LABBAIKA,1
DJOKO PRABOWO,1
DJOKO RAMIADJI,0
DJOKO SUSANTO,1
DJONET HARTONO,3
DJONI,3
DJONI PRANANTO,1
DJONNI GUMULYA,1
DJONNY HARTONO TJAHYADI,1
DJONNY TASLIM,1
DJONY BUNARTO TJONDRO,0
DJONY SUDJANA DANUBRATA,0
DJUAMAN,3
DJUFRI,2
DJUNAIDI SETIAWAN HARLIM,0
DJUNALI DJUWATI,2
DJUWITA ABADI,1
DJWA SIEN BIENG AL DARYUDI,0
DODDY SULASMONO DINIAWAN,3
DODI PARLINDUNGAN PASARIBU,3
DODI PRAWIRA AMTAR,0
DODI WIDJAJANTO,0
DODIK RISTIAWAN,3
DOMINIC KAI MING LAI,1
DONALD EDWARD GULBRANDSEN,3
DONAULY ELENA SITUMORANG,2
DONG JINGWEI,1
DONNA KURNIAWAN,1
DONNA TANIA LIDO,1
DONNY ARSAL,1
DONNY HERVIS,1
DONNY HUTABARAT,3
DONNY LEIMENA,1
DONNY RUDOLF MINGGUW,1
DONNY WINARNO,3
DORMA MANALU,0
DRAJAT SULISTYO,3
DRH MEITI IFIANTI,1
DRIYO PALWOKO AMD,1
DUAN TAIPING,3
DUNCAN ANDREW TAIT,0
DURANI,1
DURBAN LATIEF ARDJO,1
DUTA ANGGADA REALTY TBK,0
DUTA PERTIWI TBK,1
DWI ARY PURNOMO,1
DWI ASMONO,3
DWI CAHYA PUTRANTO ISMAN,3
DWI CAHYO NUGROHO,1
DWI GAWAN ISLANDHI,3
DWI HARTANTO,0
DWI PURNOMO,0
DWI SULISTIANI,3
DWIE KRISTIANTO,1
DWIJANTO GONDOKUSUMO,1
DWIJAYA HADI SURYA,1
DWIYONO BAYU WINANTIO,3
DYAH RAHADYANNIE,3
E MAURITS KLAVERT,1
EAGLE HIGH PLANTATIONS TBK,1
EASTERN PEARL FLOUR MILLS,0
EDDI MULYADI,0
EDDO CHANDRA,0
EDDY,3
EDDY ANTHONY,1
EDDY CHANDRA TJOA,1
EDDY DHARMA,1
EDDY HAKIM SO,0
EDDY HARTONO,3
EDDY IRSAN SIREGAR,0
EDDY K SARIAATMADJA,0
EDDY KURNIAWAN LOGAM,0
EDDY MAKNAWI,0
EDDY PURWANA WIKANTA,1
EDDY PURWANTO WINATA,0
EDDY RAHARDJO,0
EDDY SANTOSO TJAHJA,3
EDDY SANUSI,1
EDDY SUGIANTO,3
EDDY SUSANTO YAHYA,1
EDDY TRISNADI SADIKIN,2
EDDY UMBAS,1
EDDY WILLIAM KATUARI,1
EDGAR SURJADI,0
EDHIE SUWIDAR,3
EDHO PRASETYO HARNANTO,3
EDI RIVA I,0
EDI SARWONO,1
EDI SUSIANTO,3
EDI WIDYANTO WIJANA,1
EDIE,1
EDIE HERJADI,3
EDIE RIZLIYANTO,3
EDIMAN,3
EDITH SHIH,1
EDITYAWARMAN,3
EDNO DJOKO WINDRATNO,1
EDO NOVELINO,3
EDRIC MANDAGI,1
EDUARD HALOMOAN,1
EDWARD DJAJA,3
EDWARD HALIM,0
EDWARD HASAN,0
EDWARD ROBIN RIMBANI,1
EDWARD SAMUDRO,3
EDWARD SOFIANANDA,1
EDWARD SUBRATA H KUSUMA,3
EDWARD THEJASURYA LIM,3
EDWARD TIRTANATA,1
EDWIN ADITYA SURIADI,1
EDWIN ARYAS,0
EDWIN NAFARIN,0
EDWIN PAMIMPIN SITUMORANG,1
EDWIN RUDIANTO,2
EDWIN SOERYADJAYA,0
EDWIN SULAEMAN,3
EDWIN SURYAHUSADA,3
EDWIN UTAMA,1
EDWIN WIDJAJA,1
EDY ARDIANYSAH,1
EDY CHANDRA,3
EDY KURNIAWAN,1
EDY KUSUMA,1
EDY SELAMAT,1
EDY SURIANTO,3
EDY SUYANTO,1
EDY WIRANTO,3
EFAN HANDOKO,3
EFDINAL ALAMSYAH,0
EFENDI LEMAN,1
EFENDI SULISETYO,2
EFENDY GOJALI,3
EFERRY,0
EFFENDI,3
EFFENDI HALIM,0
EFFENDI KOMISARIS,3
EFFENDI SENTONO,3
EFFENDY HERMAN,1
EFRIZAL,3
EIICHI GOCHO,3
EIRO TANIGUCHI,0
EISHI FUYAMA,1
EKA DHARMAJANTO KASIH,2
EKA DJAYA,3
EKA FITRIA,1
EKA HADI DJAJA,1
EKA KHENDRY KASIH,3
EKA OKTAVIANTA,1
EKA PUTRA WIRYA,1
EKA RASJA PUTRA,1
EKA ROSITA KASIH,3
EKA SAPANCA,0
EKA SURYA LIANGGONO,0
EKA SUSANTO W SUNARSO,1
EKA SUSANTO WIDADI SUNARSO,1
EKA TJANDRANEGARA,3
EKADHARMA INTERNATIONAL TBK,3
EKO DESRIYANTO,0
EKO PUTRO SANDJOJO,3
EKO RACHMAN DJAYA,3
EKO SANTOSO HADIPRODJO,1
EKO SAPUTRO WIJAYA,1
EKO SETYAWAN,1
EKO SETYO NUGROHO,3
EKO VIRGIANTO,1
EKO WALUYO,1
EKO WIDODO,0
EKSITARINO IRIANTO,1
ELAINE HIDAJAT,3
ELAINE LOW,3
ELANG MAHKOTA TEKNOLOGI TBK,3
ELEAZAR LESLIE SAJOGO,2
ELEN SETIADI,2
ELFI DARLIS,3
ELI DEXTER XAVIER,3
ELIEZER NUGROHO TJANDRAKUSUMA,1
ELIM,0
ELISA GANDA TOGU MANURUNG,0
ELISA LUMBANTORUAN,3
ELISABETH DIANY PRANATA,1
ELISABETH GELAEL,3
ELISHEA HIDAJAT LIN YI,3
ELLEN YANURY LUASSA,2
ELLY NOERWATI KUSUMA,0
ELLY ROTH,3
ELLY SOEPONO,0
ELLY TJANDRA,3
ELNUSA TBK,1
ELSA DIAN TRIFANI,0
ELVI FELICIA,3
ELVIRA LIANITA,1
ELY,3
EMIL,2
EMIL BACHTIAR,3
EMILIO SHAREEF WIBISONO,1
EMIREZA MOHAMMAD ARIFIN,0
EMIYANTI,3
EMMA,1
EMMANUEL MARIE ROBERT DUR,1
EMMY RANOEWIDJOJO,3
ENANG SANTOSO,1
ENDANG HARIANTO,3
ENDANG KOSASIH,0
ENDANG LESTARI PUJIASTUTI,2
ENDANG MAWARTI,3
ENDANG SRIWIGATININGRUM,3
ENDANG SUSILOWATI,3
ENDANG WAHJUNINGTYAS,1
ENDOT ENDRARDONO,3
ENDRO WIJAYA,3
ENERGI MEGA PERSADA TBK,0
ENG LIANG TAN,1
ENI KUSUMA DEWI HERU,1
ENNY,0
ENSEVAL PUTERA MEGATRADING TBK,2
ENTARIO WIDJAJA SUSANTO,2
EPENDI,3
EQUITY DEVELOPMENT INVESTMENT TBK,3
ERAJAYA SWASEMBADA TBK,3
ERATEX DJAJA TBK,0
ERAWATY SUKMA GANI,1
ERI SUGIARTO,1
ERI YANTO,3
ERIC ADIJANTO,3
ERIC ADITYA DALIMARTA,3
ERIC BUDISETIO KURNIAWAN,3
ERIC PASKOFF,3
ERIC WIHARDJO,1
ERICK,0
ERICK THOHIR,1
ERICK TONNY TJANDRA,3
ERICK TRIBASKARA KUSUMA,3
ERICK WIHARDJA,0
ERIDA,1
ERIK DARIUS MARDIWIDYO,0
ERIK STEVEN LO,3
ERIK SUTANTO,0
ERIS ARIAMAN,3
ERITA KASIH TJIA,3
ERLANGGA HALIM,3
ERLANGGA KSATRIA,1
ERLIEN LINDAWATI SURIANTO,3
ERLIM SAAT,1
ERLINE RAHARDJA,1
ERLYANI NURHAYATI,3
ERLYTA NUR ANJANI,3
ERLYZZA NURRZAHRA,3
ERMAN SUPARNO,1
ERNAWATI ALI,0
ERRY AKBAR PANGGABEAN,3
ERVIN WIJAYA,2
ERWANTHO SIREGAR,1
ERWIN CIPUTRA,0
ERWIN KURNIAWAN,3
ERWIN LESMANA,3
ERWIN LONG,0
ERWIN RICHARD ANDERSEN,3
ERWIN SENJAYA HARTANTO,3
ERWIN SUDARMIN,1
ERWIN SUGIANTO,0
ERWIN SUTANTO,3
ERWIN TANUWIDJAJA,3
ERY ERLANGGA,1
ESSA INDUSTRIES INDONESIA TBK,2
ESTER PRAMUDITO,1
ESTU WIJIASTUTI,1
EUGENE SUNARKO,1
EUIS KOMALASARI,1
EUN HO SEUNG,0
EUNICE MERIATI SATYONO,3
EVA RACHMAYANI,1
EVELINE LISTIJOSUPUTRO,3
EVELYN,3
EVENSIUS GO,1
EVER SHINE TEXTILE INDUSTRY TBK,3
EVER YOUNG SEJATI,1
EVI MARINI,3
EVI SURYANI,0
EVI YULISMA HARAHAP,3
EVIDIAWATY,1
EVIE YULIN,3
EVY TIRTASUDIRA,2
EXPLOITASI ENERGI INDONESIA TBK,3
EXPRESS TRANSINDO UTAMA TBK,2
FA TRI AGUS WINARKO,2
FAADHIL IRSHAD NASUTION,0
FABIAN,3
FABIAN GELAEL,3
FACHMY ACHMAD,3
FADJAR HARIANTO WIDODO,3
FADJAR JUDISIAWAN,3
FADJAR TASRIF,1
FADLANSYAH LUBIS,1
FADLI TRI HARTONO,1
FAHMI ABD KADIR ASKAR,1
FAHRI HAMZAH,1
FAIDAH,0
FAISAL,3
FAISAL AMIR MASDUKI,1
FAIZAL ROCHMAD DJOEMADI,1
FAJAR ADIWIDODO,1
FAJAR REZA BUDIMAN,3
FAJAR SASONGKO,0
FAJAR SUHENDRA,1
FAJRIATY M C BHUANA,3
FAKHRU RIZA,1
FAKHRUL ULUM,3
FAN REDDY CONDROWIJOYO,0
FANDI WIJAYA,1
FANG YIN JUN,1
FANNI SUSILO,0
FANNY TIARA,1
FANY SOEGIARTO,3
FARELL GRANDISURI SUTANTIO,3
FARHAN RIO GUNAWAN,1
FARID ARIEF PRADANA,0
FARID BUDIYANTO,1
FARID HARIANTO,3
FARIDA BAU,1
FARIDA SULISTYORINI,1
FARIDA THAMRIN,3
FARIED UTOMO,1
FARIZ HUTAMA PUTRA,1
FARUK FAUZI,0
FATCHURHUDA,0
FATHEMA DJAN RACHMAT,3
FATHUL ANWAR,3
FATHUL MUIN,0
FATMA ABDULLA AL SUWAIDI FATMA AL SUWAIDI,1
FATMAWATI,3
FATY KHUSUMO,0
FAUQI HAPIDEKSO,2
FAUZAN SUBANDI,3
FAUZI OMAR ABDAT,1
FAUZIAH ANNA,1
FAUZIAH UMAR ABDAT,1
FAYSAL DENI RAHMAN,1
FAZLINA OMAR ABDAT,1
FEBRI CIUPUTRA,0
FEBRIO NATHAN KACARIBU,3
FEBY SAELANIE,3
FEBYAN,3
FEDERAL LOGISTIK SISTEM,1
FEDERICO MICHAVILA HERAS,1
FEIRUZ IKHWAN BIN ABDUL MALEK,3
FEISAL HAMKA,1
FELICIA HUI XIA CHONG,1
FELICIA RAHARDJA,1
FELICITAS TALLULEMBANG,1
FELIELYNE HALIM,1
FELIX ARIODAMAR,0
FELIX COKROSURYA,0
FELIX EFFENDI,1
FELIX GUNAWAN,1
FELIX HAMDANY,3
FELIX SOESANTO,3
FELIX VINCENT ANG,3
FENDI SANTOSO,0
FENDY LIEMANA,1
FENDY SULISTIO,3
FENDY WIJAYA,3
FENG CHANGWEN,1
FENG XIANGBAO,3
FENI SILVIANI BUDIMAN,0
FENNY,1
FENTY YUDYASTUTI,1
FENY DJOKO SUSANTO,1
FENY PRISKIANA,0
FENZA SOFYAN,1
FERDI GUNAWAN,2
FERDIAN PURNAMASIDI,1
FERDINAN HARYANTO,3
FERDINAND,1
FERDINAND ADITYA BUDHIHARTANTO,1
FERDINANDUS AMING SANTOSO,1
FERIAL MARTIFAUZI,1
